CUSTOMER_ID,CUSTOMER_NAME,COUNTRY_CODE,PROVINCE,REGION,CUSTOMER_SEGMENT_ID,VALID_TO,VALID_FROM,LANGU
10000000000000000056,Daniel Raglin,AUS,Melbourne,Melbourne,400002,9999-12-31,1000-01-01,E
10000000000000000057,Michael Nguyen,CAN,British Columbia,British Columbia,400004,9999-12-31,1000-01-01,E
10000000000000000058,Tamara Dahlen,CAN,British Columbia,British Columbia,400002,9999-12-31,1000-01-01,E
10000000000000000059,Erin Creighton,DEN,Copenhagen,Copenhagen,400002,9999-12-31,1000-01-01,E
10000000000000000060,Henry MacAllister,EGY,Sohag,Sohag,400004,9999-12-31,1000-01-01,E
10000000000000000061,Candace McMahon,COS,San Jose,San Jose,400002,9999-12-31,1000-01-01,E
10000000000000000062,Tamara Chand,COS,San Jose,San Jose,400001,9999-12-31,1000-01-01,E
10000000000000000063,Ted Trevino,GHA,Kumasi,Kumasi,400002,9999-12-31,1000-01-01,E
10000000000000000064,Ed Ludwig,GRC,Trikala,Trikala,400001,9999-12-31,1000-01-01,E
10000000000000000065,Jeremy Ellison,GRN,Paamiut,Paamiut,400004,9999-12-31,1000-01-01,E
10000000000000000066,Eileen Kiefer,ICE,Selfoss,Selfoss,400001,9999-12-31,1000-01-01,E
10000000000000000067,James Lanier,IND,Mumbai,Maharashtra,400002,9999-12-31,1000-01-01,E
10000000000000000068,Gary Zandusky,IRA,Tehran,Tehran,400003,9999-12-31,1000-01-01,E
10000000000000000069,Erin Smith,IRE,Dublin,Dublin,400003,9999-12-31,1000-01-01,E
10000000000000000070,Allen Golden,ISR,Jerusalem,Jerusalem,400001,9999-12-31,1000-01-01,E
10000000000000000071,Frank Carlisle,ITA,Rome,Rome,400004,9999-12-31,1000-01-01,E
10000000000000000072,Gary Hansen,JAM,Kingston,Kingston,400001,9999-12-31,1000-01-01,E
10000000000000000073,Nancy Lomonaco,JAP,Tokyo,Tokyo,400003,9999-12-31,1000-01-01,E
10000000000000000074,Anna Haberlin,JOR,Amman,Amman,400002,9999-12-31,1000-01-01,E
10000000000000000075,Erin Ashbrook,KAZ,Astana,Astana,400001,9999-12-31,1000-01-01,E
10000000000000000076,Bill Stewart,KUW,IRQ City,IRQ City,400002,9999-12-31,1000-01-01,E
10000000000000000077,Christine Phan,LIB,Monrovia,Monrovia,400004,9999-12-31,1000-01-01,E
10000000000000000078,Eugene Hildebrand,MAD,Antananarivo,Antananarivo,400003,9999-12-31,1000-01-01,E
10000000000000000079,Melanie Page,MLD,Mundoo,Mundoo,400002,9999-12-31,1000-01-01,E
10000000000000000080,Jesus Ocampo,MAU,Port Louis,Port Louis,400004,9999-12-31,1000-01-01,E
10000000000000000081,Dan Lawera,NEP,Kathmandu,Kathmandu,400002,9999-12-31,1000-01-01,E
10000000000000000082,Arthur Wiediger,NIG,Abuja,Abuja,400002,9999-12-31,1000-01-01,E
10000000000000000083,Jim Mitchum,OMA,Muscat,Muscat,400001,9999-12-31,1000-01-01,E
10000000000000000084,Theresa Coyne,PER,Lima District,Lima District,400003,9999-12-31,1000-01-01,E
10000000000000000085,Ruben Ausman,QAT,Doha,Doha,400002,9999-12-31,1000-01-01,E
10000000000000000086,Larry Hughes,RUS,Novosibirsk,Novosibirsk,400003,9999-12-31,1000-01-01,E
10000000000000000087,Magdelene Morse,SAU,Mecca,Mecca,400003,9999-12-31,1000-01-01,E
10000000000000000088,Jonathan Howell,CZE,Prague,Prague,400001,9999-12-31,1000-01-01,E
10000000000000000089,Linda Cazamias,CZE,Prague,Prague,400002,9999-12-31,1000-01-01,E
10000000000000000090,Nat Carroll,RSA,Durban,Durban,400003,9999-12-31,1000-01-01,E
10000000000000000091,Gary Mitchum,SPA,Madrid,Madrid,400001,9999-12-31,1000-01-01,E
10000000000000000092,Matt Hagelstein,SPA,Madrid,Madrid,400003,9999-12-31,1000-01-01,E
10000000000000000093,Mike Caudle,SUD,Khartoum,Khartoum,400002,9999-12-31,1000-01-01,E
10000000000000000094,George Bell,THA,Bangkok,Bangkok,400002,9999-12-31,1000-01-01,E
10000000000000000095,Joni Sundaresam,UGA,kampala,kampala,400003,9999-12-31,1000-01-01,E
10000000000000000096,Eudokia Martin,VEN,Caracas,Caracas,400003,9999-12-31,1000-01-01,E
10000000000000000097,Fred Hopkins,VIE,Dalat,Dalat,400003,9999-12-31,1000-01-01,E
10000000000000000098,Chris Selesnick,ARG,Cordoba,Cordoba,400003,9999-12-31,1000-01-01,E
10000000000000000099,Dean Braden,AUS,Melbourne,Melbourne,400002,9999-12-31,1000-01-01,E
10000000000000000100,Michael Dominguez,CAN,British Columbia,British Columbia,400003,9999-12-31,1000-01-01,E
10000000000000000101,Thomas Boland,CHI,Beijing,Beijing,400002,9999-12-31,1000-01-01,E
10000000000000000102,Olvera Toch,COL,Bogota,Bogota,400003,9999-12-31,1000-01-01,E
10000000000000000103,Lena Radford,COS,San Jose,San Jose,400004,9999-12-31,1000-01-01,E
10000000000000000104,Sean Christensen,CAN,British Columbia,British Columbia,400003,9999-12-31,1000-01-01,E
10000000000000000105,Sean Miller,COS,San Jose,San Jose,400004,9999-12-31,1000-01-01,E
10000000000000000106,Scot Coram,GEO,Tbilisi,Tbilisi,400002,9999-12-31,1000-01-01,E
10000000000000000107,Natalie Fritzler,GER,Frankfurt,Frankfurt,400003,9999-12-31,1000-01-01,E
10000000000000000108,Nathan Gelder,GHA,Kumasi,Kumasi,400003,9999-12-31,1000-01-01,E
10000000000000000109,Patricia Hirasaki,GRC,Trikala,Trikala,400003,9999-12-31,1000-01-01,E
10000000000000000110,Patrick O'Donnell,HUN,Budapest,Budapest,400003,9999-12-31,1000-01-01,E
10000000000000000111,Victoria Wilson,IND,Mumbai,Maharashtra,400003,9999-12-31,1000-01-01,E
10000000000000000112,Shahid Collister,IDN,Makassar,Makassar,400003,9999-12-31,1000-01-01,E
10000000000000000113,David Wiener,ZIM,Harare,Harare,400001,9999-12-31,1000-01-01,E
10000000000000000114,David Smith,GRN,Paamiut,Paamiut,400004,9999-12-31,1000-01-01,E
10000000000000000115,Carol Adams,IRQ,Baghdad,Baghdad,400002,9999-12-31,1000-01-01,E
10000000000000000116,Vivek Gonzalez,IRE,Dublin,Dublin,400001,9999-12-31,1000-01-01,E
10000000000000000117,Ralph Arnett,KAZ,Astana,Astana,400001,9999-12-31,1000-01-01,E
10000000000000000118,Greg Tran,LIB,Monrovia,Monrovia,400003,9999-12-31,1000-01-01,E
10000000000000000119,Ross DeVincentis,SIN,Singapore,Singapore,400002,9999-12-31,1000-01-01,E
10000000000000000120,Valerie Mitchum,MAU,Port Louis,Port Louis,400003,9999-12-31,1000-01-01,E
10000000000000000121,Chad McGuire,NEP,Kathmandu,Kathmandu,400004,9999-12-31,1000-01-01,E
10000000000000000122,Vivek Sundaresam,NIG,Abuja,Abuja,400003,9999-12-31,1000-01-01,E
10000000000000000123,Natalie DeCherney,NOR,Oslo,Oslo,400001,9999-12-31,1000-01-01,E
10000000000000000124,Michelle Huthwaite,OMA,Muscat,Muscat,400003,9999-12-31,1000-01-01,E
10000000000000000125,Rick Reed,PER,Lima District,Lima District,400001,9999-12-31,1000-01-01,E
10000000000000000126,Corinna Mitchell,ICE,Selfoss,Selfoss,400002,9999-12-31,1000-01-01,E
10000000000000000127,Justin Hirsh,SWE,Stockholm,Stockholm,400001,9999-12-31,1000-01-01,E
10000000000000000128,Caroline Jumper,TAJ,Dushanbe,Dushanbe,400002,9999-12-31,1000-01-01,E
10000000000000000129,Pamela Stobb,THA,Bangkok,Bangkok,400001,9999-12-31,1000-01-01,E
10000000000000000130,Aaron Smayling,TUR,Ankara,Ankara,400004,9999-12-31,1000-01-01,E
10000000000000000131,Jasper Cacioppo,UGA,kampala,kampala,400003,9999-12-31,1000-01-01,E
10000000000000000132,Logan Haushalter,UAE,Abu Dhabi,Abu Dhabi,400002,9999-12-31,1000-01-01,E
10000000000000000133,Lena Cacioppo,UK,London,London,400003,9999-12-31,1000-01-01,E
10000000000000000134,Deirdre Greer,USA,Michigan,Detroit,400003,9999-12-31,1000-01-01,E
10000000000000000135,John Stevenson,UAE,Abu Dhabi,Abu Dhabi,400004,9999-12-31,1000-01-01,E
10000000000000000136,Ben Wallace,VIE,Dalat,Dalat,400003,9999-12-31,1000-01-01,E
10000000000000000137,Fred Chung,AFG,Kabul,Kabul,400002,9999-12-31,1000-01-01,E
10000000000000000138,Dennis Kane,ALG,Algiers,Algiers,400004,9999-12-31,1000-01-01,E
10000000000000000139,Mathew Reese,AUS,Melbourne,Melbourne,400004,9999-12-31,1000-01-01,E
10000000000000000140,Stuart Van,AUS,Melbourne,Melbourne,400001,9999-12-31,1000-01-01,E
10000000000000000141,Jeremy Farry,CHI,Beijing,Beijing,400004,9999-12-31,1000-01-01,E
10000000000000000142,Clay Ludtke,COL,Bogota,Bogota,400001,9999-12-31,1000-01-01,E
10000000000000000143,Mitch Webber,COS,San Jose,San Jose,400002,9999-12-31,1000-01-01,E
10000000000000000144,Shirley Schmidt,COS,San Jose,San Jose,400002,9999-12-31,1000-01-01,E
10000000000000000145,Justin MacKendrick,FRA,Paris,Paris,400002,9999-12-31,1000-01-01,E
10000000000000000146,Dionis Lloyd,HON,CHI Island,CHI Island,400004,9999-12-31,1000-01-01,E
10000000000000000147,Michael Chen,IND,Mumbai,Maharashtra,400001,9999-12-31,1000-01-01,E
10000000000000000148,Ted Butterfield,ITA,Rome,Rome,400002,9999-12-31,1000-01-01,E
10000000000000000149,Anne Pryor,KAZ,Astana,Astana,400002,9999-12-31,1000-01-01,E
10000000000000000150,Brian Thompson,LIT,Kaunas,Kaunas,400003,9999-12-31,1000-01-01,E
10000000000000000151,Shirley Daniels,SIN,Singapore,Singapore,400002,9999-12-31,1000-01-01,E
10000000000000000152,Tracy Poddar,MAU,Port Louis,Port Louis,400002,9999-12-31,1000-01-01,E
10000000000000000153,Stuart Calhoun,MEX,Mexico City,Mexico City,400001,9999-12-31,1000-01-01,E
10000000000000000154,Jim Kriz,NAM,Windhoek,Windhoek,400001,9999-12-31,1000-01-01,E
10000000000000000155,Harold Ryan,NEP,Kathmandu,Kathmandu,400003,9999-12-31,1000-01-01,E
10000000000000000156,Sam Zeldin,NIG,Abuja,Abuja,400004,9999-12-31,1000-01-01,E
10000000000000000157,Jane Waco,OMA,Muscat,Muscat,400002,9999-12-31,1000-01-01,E
10000000000000000158,Herbert Flentye,PER,Lima District,Lima District,400004,9999-12-31,1000-01-01,E
10000000000000000159,Xylona Price,POR,Lisbon,Lisbon,400002,9999-12-31,1000-01-01,E
10000000000000000160,John Lucas,QAT,Doha,Doha,400004,9999-12-31,1000-01-01,E
10000000000000000161,Bill Overfelt,ROM,Bucharest,Bucharest,400002,9999-12-31,1000-01-01,E
10000000000000000162,John Grady,RUS,Novosibirsk,Novosibirsk,400002,9999-12-31,1000-01-01,E
10000000000000000163,Robert Marley,SAU,Mecca,Mecca,400002,9999-12-31,1000-01-01,E
10000000000000000164,Mick Hernandez,CZE,Prague,Prague,400003,9999-12-31,1000-01-01,E
10000000000000000165,Guy Phonely,CZE,Prague,Prague,400002,9999-12-31,1000-01-01,E
10000000000000000166,Jay Kimmel,CZE,Prague,Prague,400004,9999-12-31,1000-01-01,E
10000000000000000167,Matt Connell,RSA,Durban,Durban,400002,9999-12-31,1000-01-01,E
10000000000000000168,Ben Ferrer,SRI,Colombo,Colombo,400002,9999-12-31,1000-01-01,E
10000000000000000169,Karen Daniels,SUD,Khartoum,Khartoum,400001,9999-12-31,1000-01-01,E
10000000000000000170,Pamela Coakley,SWE,Stockholm,Stockholm,400002,9999-12-31,1000-01-01,E
10000000000000000171,Denny Blanton,SWI,Bern,Bern,400003,9999-12-31,1000-01-01,E
10000000000000000172,Kean Nguyen,TAJ,Dushanbe,Dushanbe,400004,9999-12-31,1000-01-01,E
10000000000000000173,Lindsay Shagiari,UGA,kampala,kampala,400003,9999-12-31,1000-01-01,E
10000000000000000174,Cathy Prescott,UKR,Kiev,Kiev,400002,9999-12-31,1000-01-01,E
10000000000000000175,Stephanie Ulpright,UK,London,London,400001,9999-12-31,1000-01-01,E
10000000000000000176,Odella Nelson,USA,Maryland,Baltimore,400004,9999-12-31,1000-01-01,E
10000000000000000177,Arthur Prichep,VEN,Caracas,Caracas,400004,9999-12-31,1000-01-01,E
10000000000000000178,Ryan Akin,VIE,Dalat,Dalat,400001,9999-12-31,1000-01-01,E
10000000000000000179,Scott Cohen,ZIM,Harare,Harare,400001,9999-12-31,1000-01-01,E
10000000000000000180,Todd Sumrall,BEL,Brussels,Brussels,400001,9999-12-31,1000-01-01,E
10000000000000000181,Alejandro Grove,GER,Frankfurt,Frankfurt,400001,9999-12-31,1000-01-01,E
10000000000000000182,Tony Chapman,IND,Mumbai,Maharashtra,400001,9999-12-31,1000-01-01,E
10000000000000000183,Sarah Foster,SPA,Madrid,Madrid,400002,9999-12-31,1000-01-01,E
10000000000000000184,Laura Armstrong,FRA,Paris,Paris,400002,9999-12-31,1000-01-01,E
10000000000000000185,Max Jones,BEL,Brussels,Brussels,400003,9999-12-31,1000-01-01,E
10000000000000000186,Joe Kamberova,IND,Mumbai,Maharashtra,400004,9999-12-31,1000-01-01,E
10000000000000000187,Barry Franz,USA,Maryland,Baltimore,400002,9999-12-31,1000-01-01,E
10000000000000000188,Filia McAdams,SPA,Madrid,Madrid,400004,9999-12-31,1000-01-01,E
10000000000000000189,Maureen Fritzler,FRA,Paris,Paris,400002,9999-12-31,1000-01-01,E
10000000000000000190,Dennis Bolton,ITA,Rome,Rome,400004,2010-12-31,1000-01-01,E
10000000000000000191,Art Foster,POL,Warsaw,Warsaw,400003,2010-12-31,1000-01-01,E
10000000000000000192,Erica Hackney,UK,London,London,400004,2010-12-31,1000-01-01,E
10000000000000000193,Don Weiss,CHI,Beijing,Beijing,400002,2010-12-31,1000-01-01,E
10000000000000000194,Jessica Myrick,BEL,Brussels,Brussels,400004,2010-12-31,1000-01-01,E
10000000000000000195,Jenna Caffey,IND,Mumbai,Maharashtra,400001,2010-12-31,1000-01-01,E
10000000000000000196,Kalyca Meade,USA,Maryland,Baltimore,400002,2010-12-31,1000-01-01,E
10000000000000000197,Clytie Kelty,FRA,Paris,Paris,400004,2010-12-31,1000-01-01,E
10000000000000000198,Jim Sink,POL,Warsaw,Warsaw,400002,2010-12-31,1000-01-01,E
10000000000000000199,Steven Roelle,UK,London,London,400004,2010-12-31,1000-01-01,E
10000000000000000200,Fred Wasserman,CHI,Beijing,Beijing,400003,2010-12-31,1000-01-01,E
10000000000000000201,Beth Thompson,BEL,Brussels,Brussels,400002,2010-12-31,1000-01-01,E
10000000000000000202,Pete Takahito,GER,Frankfurt,Frankfurt,400002,2010-12-31,1000-01-01,E
10000000000000000203,Amy Cox,GER,Frankfurt,Frankfurt,400003,2010-12-31,1000-01-01,E
10000000000000000204,Benjamin Venier,SPA,Madrid,Madrid,400004,2010-12-31,1000-01-01,E
10000000000000000205,Katherine Murray,FRA,Paris,Paris,400003,2010-12-31,1000-01-01,E
10000000000000000206,Mark Packer,POL,Warsaw,Warsaw,400004,2010-12-31,1000-01-01,E
10000000000000000207,Ben Peterman,GER,Frankfurt,Frankfurt,400002,2010-12-31,1000-01-01,E
10000000000000000208,Rick Duston,SPA,Madrid,Madrid,400002,2010-12-31,1000-01-01,E
10000000000000000209,Alex Grayson,FRA,Paris,Paris,400001,2010-12-31,1000-01-01,E
10000000000000000210,Dianna Wilson,ITA,Rome,Rome,400004,2010-12-31,1000-01-01,E
10000000000000000211,Erica Hernandez,POL,Warsaw,Warsaw,400004,2010-12-31,1000-01-01,E
10000000000000000212,Raymond Fair,GER,Frankfurt,Frankfurt,400004,2010-12-31,1000-01-01,E
10000000000000000213,Debra Catini,IND,Mumbai,Maharashtra,400004,2010-12-31,1000-01-01,E
10000000000000000214,Fred McMath,USA,Massachusetts,Boston,400004,2010-12-31,1000-01-01,E
10000000000000000215,Troy Staebel,FRA,Paris,Paris,400004,2010-12-31,1000-01-01,E
10000000000000000216,Alejandro Savely,ITA,Rome,Rome,400002,2010-12-31,1000-01-01,E
10000000000000000217,Chris Cortes,POL,Warsaw,Warsaw,400001,2010-12-31,1000-01-01,E
10000000000000000218,Alan Shonely,CHI,Beijing,Beijing,400004,2010-12-31,1000-01-01,E
10000000000000000219,Becky Martin,BEL,Brussels,Brussels,400003,2010-12-31,1000-01-01,E
10000000000000000220,Hunter Lopez,USA,Massachusetts,Boston,400001,2010-12-31,1000-01-01,E
10000000000000000221,Dianna Arnett,SPA,Madrid,Madrid,400003,2010-12-31,1000-01-01,E
10000000000000000222,Michael Kennedy,ITA,Rome,Rome,400002,2010-12-31,1000-01-01,E
10000000000000000223,George Zrebassa,CHI,Beijing,Beijing,400003,2010-12-31,1000-01-01,E
10000000000000000224,Pierre Wener,IND,Mumbai,Maharashtra,400003,2010-12-31,1000-01-01,E
10000000000000000225,Paul Knutson,FRA,Paris,Paris,400002,2010-12-31,1000-01-01,E
10000000000000000226,Chuck Sachs,POL,Warsaw,Warsaw,400001,2010-12-31,1000-01-01,E
10000000000000000227,Denise Leinenbach,UK,London,London,400003,2010-12-31,1000-01-01,E
10000000000000000228,Cathy Hwang,CHI,Beijing,Beijing,400003,2010-12-31,1000-01-01,E
10000000000000000229,Grant Donatelli,FRA,Paris,Paris,400001,2010-12-31,1000-01-01,E
10000000000000000230,Jason Fortune,ITA,Rome,Rome,400002,2010-12-31,1000-01-01,E
10000000000000000231,Jim Karlsson,UK,London,London,400004,2010-12-31,1000-01-01,E
10000000000000000232,Lori Olson,USA,Massachusetts,Boston,400001,2010-12-31,1000-01-01,E
10000000000000000233,Patrick Jones,FRA,Paris,Paris,400003,2010-12-31,1000-01-01,E
10000000000000000234,Karen Seio,CHI,Beijing,Beijing,400001,2010-12-31,1000-01-01,E
10000000000000000235,Ken Lonsdale,BEL,Brussels,Brussels,400001,2010-12-31,1000-01-01,E
10000000000000000236,Patrick Gardner,GER,Frankfurt,Frankfurt,400001,2010-12-31,1000-01-01,E
10000000000000000237,Emily Phan,ITA,Rome,Rome,400001,2010-12-31,1000-01-01,E
10000000000000000238,Tony Sayre,CHI,Beijing,Beijing,400003,2010-12-31,1000-01-01,E
10000000000000000239,Keith Dawkins,BEL,Brussels,Brussels,400003,2010-12-31,1000-01-01,E
10000000000000000240,Joe Elijah,GER,Frankfurt,Frankfurt,400003,9999-12-31,1000-01-01,E
10000000000000000241,Sheri Gordon,IND,Mumbai,Maharashtra,400002,9999-12-31,1000-01-01,E
10000000000000000242,Stefanie Holloman,USA,Massachusetts,Boston,400004,9999-12-31,1000-01-01,E
10000000000000000243,Ken Black,SPA,Madrid,Madrid,400001,9999-12-31,1000-01-01,E
10000000000000000244,Lindsay Williams,FRA,Paris,Paris,400002,9999-12-31,1000-01-01,E
10000000000000000245,Logan Currie,ITA,Rome,Rome,400004,9999-12-31,1000-01-01,E
10000000000000000246,Steve Chapman,POL,Warsaw,Warsaw,400002,9999-12-31,1000-01-01,E
10000000000000000247,Scot Wooten,GER,Frankfurt,Frankfurt,400002,9999-12-31,1000-01-01,E
10000000000000000248,Nicole Brennan,IND,Mumbai,Maharashtra,400001,9999-12-31,1000-01-01,E
10000000000000000249,Cynthia Delaney,POL,Warsaw,Warsaw,400002,9999-12-31,1000-01-01,E
10000000000000000250,Ed Braxton,CHI,Beijing,Beijing,400001,9999-12-31,1000-01-01,E
10000000000000000251,Phillip Flathmann,BEL,Brussels,Brussels,400004,9999-12-31,1000-01-01,E
10000000000000000252,Corey Catlett,GER,Frankfurt,Frankfurt,400003,9999-12-31,1000-01-01,E
10000000000000000253,Penelope Sewall,USA,Maryland,Baltimore,400003,9999-12-31,1000-01-01,E
10000000000000000254,Sean Braxton,SPA,Madrid,Madrid,400004,9999-12-31,1000-01-01,E
10000000000000000255,Valerie Dominguez,FRA,Paris,Paris,400002,9999-12-31,1000-01-01,E
10000000000000000256,Susan MacKendrick,ITA,Rome,Rome,400002,9999-12-31,1000-01-01,E
10000000000000000257,Linda Southworth,CHI,Beijing,Beijing,400001,9999-12-31,1000-01-01,E
10000000000000000258,Michael Moore,BEL,Brussels,Brussels,400002,9999-12-31,1000-01-01,E
10000000000000000259,Troy Blackwell,IND,Mumbai,Maharashtra,400003,9999-12-31,1000-01-01,E
10000000000000000260,Ross Baird,SPA,Madrid,Madrid,400002,9999-12-31,1000-01-01,E
10000000000000000261,Tracy Zic,FRA,Paris,Paris,400001,9999-12-31,1000-01-01,E
10000000000000000262,Jack Garza,ITA,Rome,Rome,400002,9999-12-31,1000-01-01,E
10000000000000000263,Gary McGarr,POL,Warsaw,Warsaw,400003,9999-12-31,1000-01-01,E
10000000000000000264,Roy Skaria,CHI,Beijing,Beijing,400002,9999-12-31,1000-01-01,E
10000000000000000265,Steven Ward,BEL,Brussels,Brussels,400001,9999-12-31,1000-01-01,E
10000000000000000266,Ryan Crowe,IND,Mumbai,Maharashtra,400004,9999-12-31,1000-01-01,E
10000000000000000267,Irene Maddox,USA,Maryland,Baltimore,400001,9999-12-31,1000-01-01,E
10000000000000000268,Nick Radford,SPA,Madrid,Madrid,400002,9999-12-31,1000-01-01,E
10000000000000000269,Maurice Satty,ITA,Rome,Rome,400002,9999-12-31,1000-01-01,E
10000000000000000270,Henry Goldwyn,POL,Warsaw,Warsaw,400004,9999-12-31,1000-01-01,E
10000000000000000271,Victor Price,UK,London,London,400001,9999-12-31,1000-01-01,E
10000000000000000272,Maureen Grace,CHI,Beijing,Beijing,400002,9999-12-31,1000-01-01,E
10000000000000000273,Eric Hoffmann,BEL,Brussels,Brussels,400004,9999-12-31,1000-01-01,E
10000000000000000274,Jill Stevenson,GER,Frankfurt,Frankfurt,400001,9999-12-31,1000-01-01,E
10000000000000000275,Evan Bailliet,IND,Mumbai,Maharashtra,400002,9999-12-31,1000-01-01,E
10000000000000000276,Russell D'Ascenzo,SPA,Madrid,Madrid,400001,9999-12-31,1000-01-01,E
